acidez,azucar,pH,alcohol,sulfitos,ALTA_CALIDAD
6.889236511859279,4.904982175372691,2.9776445410996852,10.925157752469946,127.73878606170852,0
7.48345685629527,2.611605948191143,3.296568709440189,10.925641474004884,83.31587330469345,0
5.3732256622214924,3.9238689640415902,3.7278528097575228,11.764781370025252,47.47491515785188,0
8.033453994732822,2.5847264909475522,3.488425098637059,10.562188289861034,142.3069491400965,0
5.726186501207176,3.10490669851633,3.0940144186978222,13.524676578230483,82.5171780759662,1
6.700103501309598,1.4060020929345538,2.951932518206398,9.207513838646786,107.3406718744001,0
6.5777748186085265,5.022131521338125,3.4235804825359506,12.98114266612146,101.9742513925874,1
7.434517143464299,2.6788121143976946,3.456773065435129,12.323297152550126,71.80457705041746,0
6.032123928022258,2.7137806177548134,3.0915234210261398,10.263113240116322,98.51128325351762,0
7.43237250394913,2.3427710960114005,3.3712028360323574,10.409271495176863,42.60577404696046,0
7.02521386257619,2.1375658822791745,3.3315550348384524,9.376671216196717,123.47818160655265,0
5.907818275287456,0.6900527476408915,3.139522826528597,14.006411235177534,114.48601084212612,0
6.145822137047,3.1074319223395017,3.7438179510304463,11.783124758777072,64.56461540337,1
5.902691269508442,2.8827392822976687,3.2977256063480507,9.734099934876095,97.33610301675829,0
5.474074094629749,1.4977863208174302,3.2483072949228786,14.498443767103776,102.36333826998654,0
5.641673566442519,2.3426647120530144,3.191338932925771,12.098129127704548,102.26506266315613,0
7.39877886339322,4.210138861099307,3.475449564033378,12.036341712891337,119.79878202427604,1
6.7858901204773945,4.471194802867992,3.1292656695910894,12.379669997415757,46.38365465760618,0
9.19539324565845,1.7715145895610556,3.3934187039601875,12.687955346010895,59.99899706343675,0
7.447334691338457,3.0771123972781877,3.342695673174009,15.953205433345413,111.58292493349873,0
5.624957579201456,1.427468139726795,3.371552434678977,13.386598007256582,88.7510922836159,1
6.318322029874237,2.6813217073571565,3.2814356832882248,10.64672682974411,99.29754021999494,0
4.694768003366254,3.801613705486374,3.1849100563200055,11.292684807343175,98.48954878821621,0
7.570358926463973,5.102759324567849,3.2689599395093043,9.618305480051493,159.90249463606006,0
7.91094291035177,4.052284431516124,3.1200735534641826,13.011936809259417,147.6535421538972,1
8.239228082644079,4.223641226712379,3.8458026063132085,9.979616648768094,101.41617252405916,0
7.7658240368397085,3.5619930796313914,3.048802158969349,12.27905569251962,92.21495234891906,0
4.026981165688042,3.2935195620946716,3.378803746021768,13.017398737511705,126.06667289358325,1
7.649497713856052,3.0950807139278202,3.1137395708490665,10.969305404462489,76.99681327402148,0
6.108831078520463,1.9975682119824114,3.0634529889503495,9.988561892934484,98.08853298008691,0
5.177729679032847,2.0799949093133163,3.388616699789171,11.976338228416779,145.87305509862554,0
4.7467131471019295,2.3030528365713976,3.5190385574222933,11.886117198037155,126.58161028021097,1
7.097417736288195,3.4977253941484756,3.3006861347201744,11.65084601457075,95.2949806219551,0
3.4830452785524666,2.246340919370847,3.2973429531825986,11.76279424842867,115.81109721926207,0
7.0439302560250106,2.8933510803987867,3.1949667208593637,11.77205952803159,88.38378000043002,0
5.872692592189705,3.108603424930722,3.3654269379299353,13.461667944550383,122.4497540542013,0
7.039869910462087,2.4465593682363247,3.406733494714364,14.076464118667666,117.26981508596177,0
7.582430472932627,2.186800164937107,3.604346433278764,10.605776677774589,138.29052619128888,0
5.9888790771196625,2.583683766066036,3.470260222046168,11.423078616570013,129.53337031250697,0
4.236351442959661,4.328680374831126,3.3112903082473664,12.185403112468286,144.21389875270992,0
6.683480347540187,2.5426478037508002,3.3599157268492013,11.931271876873852,132.15736178666552,0
6.7541240018075355,2.532160492213153,3.149897149972981,13.634642524355723,118.13335638237636,0
5.611075466401116,2.4660818023196125,3.1218538524409736,10.369779089781312,85.47707833083965,0
5.649756301229062,4.115002184543835,3.3503549076931884,11.021608397120817,120.08691712584252,0
7.532129828029924,3.4690221354027715,3.8078421743408315,12.937911255350757,95.45209982135914,0
4.746582586904324,1.475575851916766,3.51638953678425,11.125217706139912,156.15478499672764,1
5.26723252545447,2.580890997088082,3.1031880427222265,11.904827181153257,78.0265062847737,0
5.557792748836296,4.4486513935979755,3.343361306910116,9.68360381238389,99.06381760697342,0
6.455223147381108,3.563914119893522,3.2595156754544923,15.790931422751513,129.36875642439452,0
6.631780912179535,1.5751038749102042,3.438005356421097,11.31745092731844,106.35050232119528,1
5.2664886527404935,3.1667635354873536,3.2913983613602245,13.649562873083855,100.43468896087855,0
5.12867256611955,3.641171638183369,3.131709810220696,12.161293582473576,115.87393075891303,0
5.988981185666657,2.6579690688385966,3.390176873667894,9.820575422152839,116.66793927727029,0
5.995497667630867,0.41001570495975814,2.9996437653846275,12.562776797884755,72.67888939253825,0
5.941066907572781,4.636788019511021,3.385697903934471,12.24326628509887,24.07347775488148,0
5.864190002724476,3.1343961498445143,3.191537932954803,10.462940022758193,148.75527241029334,0
5.278301148591658,4.191861966288224,3.647769132583577,12.387668480373094,112.88806866980322,0
6.190954593704183,3.674241796252364,3.283697135711196,12.058231841583046,120.50185228422879,0
5.076025129738715,3.450140970229302,3.2956047067053653,10.52043280125328,89.43125376871885,0
7.773539409648632,2.5767325480263623,3.4048085650134303,13.915075816648738,132.66779478203804,1
4.412375162350249,2.7531007264931135,3.190300180379868,9.923072447505621,94.6663537547685,0
7.3420842488659925,0.9087427623165119,3.292211408099092,12.432702594933465,92.48992497605477,0
7.172769788901586,2.391224113517723,3.286509681503837,10.095226028256995,114.79650108704048,0
3.016195673085878,1.3211511751827087,3.406356750643365,13.290241905072605,121.84247970360677,1
5.700215245142082,1.9272890542733347,3.2137680558316633,13.25132339051437,107.6526313390497,1
6.748719413411757,2.5149740498393696,3.5444369167877614,10.72942408896832,89.30111876738876,0
4.781622098032811,1.6336958514359865,3.299007182980027,11.596889854254249,148.78656405346527,0
5.664241615863556,1.6454962822604118,3.240126244658091,12.597317741758742,78.62005886262811,0
6.955597313961257,2.7547185914703642,2.95130201329422,10.313538113971427,89.90453783942205,0
6.309894440536484,3.9438277373595625,3.242676661918151,13.737532302619591,102.4144603568827,1
8.59847472522102,2.75036651198693,3.4613660436177427,12.169529309737403,139.99409363684543,1
5.531154953012193,2.622301155385244,3.101263287424722,8.925267131067677,88.08524931888961,0
6.482006319446409,1.8188203941562204,3.418933087690558,12.230609406519665,112.73955966029466,0
2.7813517667335392,2.303200233295118,3.149443679036877,13.9550340593743,29.851494677755937,0
4.58280433669207,2.573455763789775,3.1739934826770195,12.843308212173762,150.33433508866784,0
5.791612079748843,3.6039841226491274,3.2244079288020577,12.978177168839,65.83751652038674,0
4.327795225008832,3.239079037198453,3.3720700680692937,12.49322216274212,97.45220182952357,0
6.985728291437479,2.7911173389013664,3.002604398959253,9.856301519811865,121.34594903877189,0
6.470286615701785,3.281429445321779,3.368296351905283,12.526236027137145,159.46408829998862,0
6.583776404603332,3.806363581012011,3.136966247139449,10.296829132167987,115.8311067025885,0
4.829744578916136,1.0495373913174546,3.148309156253308,10.666393230438496,35.249464339241726,0
2.2944739250732455,2.5208332880648356,2.8202195875614327,12.114589959129002,113.6162344318724,0
4.815948333431212,2.087674628656943,3.188924369529676,11.550195373515603,134.93858656079425,0
3.820452327582378,3.73022132099895,3.0511605860269397,14.335450063674548,112.12454201817285,1
7.65623778755133,3.7314863728515704,3.36679058770303,13.315987548571275,103.85950116150832,1
5.69069577104935,2.2784518128120133,2.934207559485894,12.22653785644056,61.464981241363866,0
5.315596093932189,3.5890030592671383,3.282652005695561,12.660084234398818,82.84915469809093,0
6.81236030861523,1.1443159124190734,3.5865097629410903,13.7365109413516,104.88766664341661,1
6.426628275864386,1.7969349927950777,3.1924113284450595,11.539026261644432,92.40223845444189,0
7.3111542630055535,2.482452750002818,3.157983202292348,10.497882459315845,110.18478464516369,0
5.00596850828922,2.493520087963559,3.060320857171369,12.245442357090663,26.10227346830429,0
4.061385195949642,2.3324425066013985,3.292203114245004,13.972028095798741,111.61725280340234,1
7.115532829953516,3.9301872287651007,3.2813743236273245,14.249730326631553,66.79165182457002,0
5.932231836779448,4.624417572301754,2.6558822899748056,11.603301999380806,85.70336683950543,0
5.312493037132185,3.4794689700221504,3.4141175255191234,9.361026303809222,70.01052954423217,0
5.216448908685054,2.157081656250111,2.99663544437153,11.904469155169616,118.69053046682474,0
4.655679556795933,3.543488218366389,3.3206250287233434,8.886859472934827,90.0559464025689,0
4.853087109620778,2.1369243714850756,3.556612812123258,12.314128688852536,138.22625013661758,1
4.521143145414395,2.896876741599156,3.228654744976931,10.864980378566678,151.5948373556374,0
5.034702997319827,2.9898550771830363,3.4575900540367455,13.58441300970809,80.35512889776402,1
5.2969562215487285,3.305276030632237,3.436864590431326,9.580621268826405,114.65511165371542,0
7.360765198579782,4.274046948830726,3.5101571756872842,12.102129844298599,140.69702760949627,0
9.20141671986737,3.082704342738138,3.287855622042682,11.699780364464717,71.91431297475079,0
8.027640596397045,4.387183416082441,3.3387863035435235,10.104946435027964,94.48150797792592,0
6.254295319279571,3.287467440025343,3.5638097986428336,11.823487228473313,154.42713544729386,1
6.848841036977298,3.195940948162712,3.4061760919573043,12.712301038724503,177.62177442956892,0
7.166266078849475,2.9901875497673496,3.314040842733655,13.244231329238332,80.16449392492592,1
7.044787249740459,4.031302064370543,2.8031656239821903,13.668089192019329,83.50463255845008,0
7.210596894918624,2.614330328647106,3.3844496106667767,11.016377188655193,47.67046259268322,0
4.062987567731773,2.83372623427239,3.359672945313502,13.0816728708401,129.00124925374098,0
5.276407584298036,2.779577797920219,3.715427650491089,13.048293454440582,147.1460587369936,0
6.688255004115987,5.233180218076933,3.2485591008474293,11.483829135324234,94.26674840166251,0
5.9197821508009065,2.916415041071052,3.2003872864583243,14.676244375441382,88.18651344952548,0
8.431255545250087,2.3122418149819275,3.700757116246726,11.48472006179911,95.2978265749168,1
6.326700954848073,2.2937667917641464,3.268836696476105,14.552813723056326,131.1443083013763,1
6.5873420441168,2.0243392930025292,3.332220355824963,11.955110050086457,111.26403882357148,0
5.4617393910346905,2.2291472290790253,2.939052983823877,10.858616802602898,95.27712092907481,0
6.436361123306081,3.5815740833812963,3.341769338662891,12.60171104381008,104.8173661251894,0
5.714052616491293,3.9076816538927353,3.138156952897246,14.736092353587917,112.05712674385941,0
2.755026145887422,3.2467662256372924,3.4611976652732035,15.428632498697079,78.21527724598636,0
8.01276743544205,3.5045016173162877,3.1673347835005754,11.089254278466493,79.85656059179148,0
6.9058340868979275,4.187677303698026,3.366829877515761,13.990404668061812,102.88131406289284,0
7.005043643126048,2.706160593658303,3.307562593707238,12.256693243574519,117.17230503240347,0
5.511055210081286,2.8748910654548796,3.3643431469639498,13.579098984380304,77.91755060049178,0
5.999436590884789,3.8615413135195142,3.331099925305918,12.777858767085199,61.500718109859505,0
4.629990751815395,4.194998995916048,3.1317318210812237,12.109939283825764,65.08539460560715,0
5.546225021056948,3.811095624000611,3.729333424541877,12.425036069837597,95.49037623093524,1
5.098788036913169,1.495958095682683,3.3306674934261085,14.503345597151107,136.37922934612646,1
5.552405321070394,2.355843080908164,3.275753355584166,11.813301874487177,80.18735164267497,0
4.280801962857703,3.8286824069647882,3.59045752734023,11.222953648664749,94.92701631702832,0
5.722164399150184,1.931294107099804,3.0065075828078207,14.136320893649092,109.84870157830368,1
3.8592750095753416,1.9212416166805346,3.087517815346578,12.902785393654826,99.35993984737523,0
7.318406566338728,2.9105362621031894,3.370400411804273,11.402818207836718,95.04794888139436,0
5.433585991387555,2.924852983945766,3.279929619189091,12.524780325889562,113.04569988035875,0
6.482615243432501,4.212993074109163,3.6282047782186706,11.535202350711435,113.79467927797167,0
5.846043039865568,2.3155517868278905,3.6720063977610793,10.872241545716415,111.45495611885752,0
3.595285275398874,3.434691472761706,3.1448494145033785,11.887550437593536,106.12235800554483,0
4.437965768008037,4.037400530827513,3.148972514049331,11.779402820323456,76.09762246952678,0
6.933240829666598,3.0678009065799596,3.2155264888947404,12.76860848710122,80.7082784163157,0
5.448141658772988,2.2104043803656506,3.095792382534836,10.478642479291274,92.27820588935536,0
5.618094077877672,2.6673882095399795,3.094912807409111,15.036829334911122,140.16346757663678,0
5.630138202326355,3.7275856928375495,2.9587778228851604,11.822487428871119,83.90373576891805,0
6.007975514933049,3.7195425980032093,3.1553119230087288,12.878612836618428,51.4231858346923,0
6.065746796536907,2.5593925049959636,3.512222643940474,12.917314583316086,68.55996772427767,0
6.083228597352337,5.596592423637906,3.4036812509317453,12.102658429077692,93.94746651394516,0
4.290583881437254,1.5077837732005805,2.9379278956864248,10.657243258304433,120.94361601577972,0
7.3881532725619365,2.286901396372143,3.590176688160981,12.849190893130292,117.55223630049075,0
6.920357169781669,2.4797818090914165,3.1842058235680186,13.37247160979659,87.8989229403069,0
5.7845245339772005,3.7232013335937384,3.4125535126275266,13.1231191049316,72.63808921458856,1
6.360850091501705,3.3175790585111775,3.2731587888748006,12.092709809038583,83.60119560915822,0
5.210001119113375,3.780783595203038,3.1481886617624104,14.417778625547465,113.25070199905693,0
6.687203697578454,2.0104072193265417,3.31198099112362,8.250233059077587,148.58228141807572,0
9.001862222966622,3.1210721260450085,3.262595900345432,13.27083676675965,112.02011901857712,0
6.603005769736326,1.5741014582192494,3.2347396832427644,13.695473604753834,114.17803747797706,1
7.050831024386656,4.869696431322091,3.711719464989389,11.263817530106444,109.46283172615139,0
5.36945709645306,1.7504017464043766,3.1359169537873024,13.800000387418647,37.47068216247553,0
6.459930046449155,4.438539860250757,3.2040305616513467,11.919639630922148,94.13557037048169,0
4.452247915132327,3.388859170253487,3.3156171048746197,13.16035729216518,112.39150678002304,0
4.674200551161777,2.785838198330903,3.4455952663561646,13.69360099595613,135.99042784172164,1
6.159129630115986,3.2028481258615344,3.3453309703665264,11.860634273299494,113.84618560454341,0
7.837650473103093,3.436953706900721,2.8469428612915864,10.520694065875418,71.0379460025572,0
3.450330187883719,1.675790777507679,3.3616469134931077,11.58510311966253,62.823114061439526,0
4.677309185320668,2.843235320622609,3.2847152681564427,13.1447005253547,95.58252897115966,1
7.350008085299319,2.689024055407189,3.48061932348358,13.450348122800992,86.85888560826375,1
8.595797998075186,4.5662532134521765,3.670149164609711,12.216832360417468,70.89020720898223,0
3.872611323546494,3.550842061510914,3.1810472327431736,13.2112013556581,87.55292112036663,1
7.615540319190702,3.386802932914283,3.506904064540088,11.250101600071183,119.85149938229311,0
7.0822185375110625,2.674745086429984,3.309370445197545,11.250819586030111,111.44575409507748,0
6.54042351849389,1.7771698426098328,3.052042976560595,13.064520603117975,81.16564974866911,0
5.193044969313439,2.9860783482999462,3.1963739757523886,14.160841521723208,86.8784733627212,0
7.58555139449781,2.6986383503206266,3.553595543538475,13.656630281775382,55.240469021798184,1
7.074584725822977,4.771892024428643,3.325886565915096,10.804830515126119,105.5678866126976,0
4.661201883794814,1.5299856076672904,3.5895048117293897,9.795721407628704,133.55043762126223,1
5.50732303098227,2.502340637443806,3.315625874074238,11.925812526111779,88.46588480884765,0
4.8774074805566014,4.25873391992157,3.236993931959729,13.43610514414055,115.46652933975233,1
5.763512158739897,2.4348006130415962,3.314533483402015,14.613559160524806,98.51342821441622,0
6.846353129823251,4.794275822895135,3.525160639006515,10.197600561584677,103.45188184707642,0
3.421574501570462,1.0321992728296658,3.153199714792597,11.479326969123836,136.7845713790154,0
4.996665941801576,3.6342447993325533,3.5823693030717814,11.236270873386681,99.90317854365406,0
6.440410154784213,3.7040702345328835,3.7386379623976174,13.3211044109328,92.16441499188929,0
6.53111822609991,2.425645164222753,2.9085250282102177,13.267415000095218,106.04275736445372,1
5.973155157676197,2.918947124349573,3.1266003611606625,12.698158340726168,105.24652864989066,0
3.6647798082082255,1.7234068596285306,3.356574659730752,9.641537690177191,88.29297250867761,0
5.801167414255165,3.618412618647713,3.654856405414019,12.311435533555413,106.02144760629581,0
7.071601036108786,2.043881536595978,3.2315365039998607,12.835962878450479,153.09568248953468,0
4.671130341544619,2.6489519381598865,3.030702402726151,11.345449224044469,150.71262848661652,0
6.610729832401861,4.041370437283805,3.1804908988241216,11.243511414409552,99.48107559437196,0
3.909791680445857,3.2120953937136267,3.2012093014408447,15.350639155337381,120.74135301580586,1
5.992251261902542,2.5803482839330476,3.211263760123572,9.987551210578722,91.6613458373726,0
5.375426551424806,2.884666092208688,3.5924113780432325,12.568568260401221,123.9793106401088,0
6.882648214663159,3.3844369523968143,3.184849448595341,11.15746261673175,93.59533551722937,0
4.564876254423309,1.7238983665582504,3.323270664146669,13.999259750766631,73.99068902615764,1
5.3793163466658385,1.7212048155641348,2.9771263944444506,11.901344297947496,92.89268231194896,0
6.87086478223664,0.43629147983628735,3.377898238997417,15.244226935723626,85.42199523542583,0
5.9297284105544845,1.519460994177247,3.250951743507444,11.844127946453634,74.84091430362692,0
6.821360217941008,3.574311304316747,3.114070983581081,11.904195028380112,127.78335332253042,0
3.9676925281707627,2.9163132094427353,3.643499672401337,11.760427418375116,124.88581408279845,0
4.878428966003929,2.1408478159521813,3.053057362658008,12.37691339500821,117.64326281194329,0
4.576139288300085,3.688430888814382,3.131808456493105,11.075427906195182,140.62713818094642,0
6.589058444455707,3.4724995447765123,3.544927376595037,11.736567211453968,76.59199418656796,1
6.329170548618173,2.8564012958663825,3.5826102336078014,10.620385444631843,97.83232397836761,1
4.738884657633179,4.696704312443019,3.089727504796814,14.166780620897548,121.02257254716584,0
8.742223281561829,2.492101124751952,3.0363413384336493,9.510935649044129,50.91593887781553,0
7.336867824869495,2.4546556458667514,3.3791328252430617,12.360346898392288,67.20587830857863,0
5.063239132146377,3.948321017013293,2.9338958223241094,10.738321872586956,96.2674589175811,0
5.934973221052856,3.2052696038269772,3.6526773014228184,12.173834973684254,131.98884274191465,0
8.127548070306215,4.461442911500268,3.928383317624917,13.458583691030732,135.40867193372608,1
8.055250029171605,1.188150794618035,3.0300882023726974,13.00783515844927,78.41193247880021,1
5.512181050491562,3.672534331604793,3.3981560502785775,10.288646861281805,82.02294843986871,0
5.257488463953102,2.795861949352564,3.1070095014937995,15.098254507250036,50.91092273882376,0
5.347829484442343,2.1001210534027437,3.050024019267719,11.094741420439027,140.51590101318448,0
4.550343650526399,4.652784587084075,3.1555853489410155,10.154049280035766,51.7438505493217,0
5.311107518336102,2.5423906049320335,3.521322241757857,11.443657725429585,125.49724489415551,1
6.5890017579840725,2.321581698611528,3.3482227858473905,10.00385699832732,93.70730910700969,0
5.446193962804892,3.842281958308834,3.751741550765237,9.47948897471422,60.187053448173145,0
7.7440341153619,2.293122786791711,3.088191877181477,13.539153987373455,112.02353176848257,1
5.094486277146611,3.279708352420886,3.3828354174096718,11.839022218671087,70.36314312167245,0
4.707911387696966,2.543881827639282,3.28644421312128,12.571617693761683,126.7133461826454,0
3.6109769640705767,3.1501051939153233,3.03219131109387,11.659522266376555,104.82791379906064,0
8.574248766807132,3.5664915028261532,3.3663883532481926,11.034872844230204,94.86480177102644,0
7.1799393538759055,3.2661575451023745,3.431913199963529,13.599543488623821,86.01329099161383,1
5.944111161571337,2.267694656068122,3.084749680859246,11.755051225217805,121.21783600063317,0
6.8722583201547085,3.58894262775722,3.3415114855926187,10.624608587267707,137.6303684915636,0
7.226851711734094,1.8787466465283145,3.1316054891317626,12.078774476502218,58.38650511470901,0
